event-id,visible,timestamp,location-long,location-lat,algorithm-marked-outlier,argos:altitude,bas:fix-type,gps:fix-type-raw,gps:hdop,gps:horizontal-accuracy-estimate,gps:satellite-count,gps:vdop,internal-temperature,vertical-error-numerical,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
16273121728,true,2019-08-17 00:01:00.000,116.163411,-31.667917,,217.0,,"3D",5.2,,4,8.3,27.97,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273121738,true,2019-08-17 03:00:32.000,116.163583,-31.668119,,240.0,,"3D",2.1,,4,3.6,25.03,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273121742,true,2019-08-17 03:20:36.000,116.163736,-31.667989,,250.0,,"3D",2.4,,4,3.1,24.97,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273121747,true,2019-08-17 05:01:00.000,116.163656,-31.667886,,241.0,,"3D",1.9,,7,3.2,28.94,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273121748,true,2019-08-17 05:20:34.000,116.1636,-31.667878,,245.0,,"3D",2.0,,6,2.5,27.51,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273121751,true,2019-08-17 05:40:33.000,116.163636,-31.668058,,257.0,,"3D",1.9,,6,2.1,26.27,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273121758,true,2019-08-17 06:00:35.000,116.163175,-31.667847,,257.0,,"3D",1.9,,5,3.1,26.92,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273121760,true,2019-08-17 06:20:33.000,116.163556,-31.667853,,231.0,,"3D",1.9,,5,3.1,25.81,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273121782,true,2019-08-17 10:37:00.000,116.163522,-31.667994,,243.0,,"3D",1.3,,7,2.4,29.6,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273121784,true,2019-08-17 12:12:38.000,116.163494,-31.668031,,240.0,,"3D",1.7,,5,2.9,28.29,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273121796,true,2019-08-17 18:21:00.000,116.16355,-31.667828,,234.0,,"3D",2.0,,5,4.1,27.38,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273121797,true,2019-08-17 18:40:32.000,116.163414,-31.667892,,226.0,,"3D",1.7,,5,3.1,27.05,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273121799,true,2019-08-17 19:00:33.000,116.163447,-31.667853,,237.0,,"3D",1.7,,5,2.8,26.73,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273121802,true,2019-08-17 19:20:33.000,116.163503,-31.667744,,239.0,,"3D",2.1,,5,3.1,27.12,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273121806,true,2019-08-17 19:40:33.000,116.1636,-31.667764,,236.0,,"3D",2.3,,4,3.1,26.79,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273121811,true,2019-08-17 20:00:34.000,116.163569,-31.667753,,239.0,,"3D",5.4,,4,7.9,26.14,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273121844,true,2019-08-18 01:21:00.000,116.163442,-31.668103,,239.0,,"3D",2.8,,4,3.0,27.25,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273121852,true,2019-08-18 03:21:00.000,116.163594,-31.667878,,233.0,,"3D",4.1,,5,7.6,28.23,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273121854,true,2019-08-18 03:40:32.000,116.163497,-31.667819,,249.0,,"3D",3.4,,6,5.7,26.47,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273121871,true,2019-08-18 05:00:33.000,116.163561,-31.667819,,245.0,,"3D",2.5,,5,3.0,27.97,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273121874,true,2019-08-18 05:20:32.000,116.163578,-31.667856,,231.0,,"3D",2.4,,5,8.4,26.47,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273121879,true,2019-08-18 05:40:33.000,116.163583,-31.667828,,231.0,,"3D",1.8,,6,7.2,26.53,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273121882,true,2019-08-18 06:00:32.000,116.163647,-31.667831,,246.0,,"3D",1.8,,6,6.0,26.34,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273121887,true,2019-08-18 06:20:33.000,116.163614,-31.667828,,231.0,,"3D",2.2,,6,5.4,26.21,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273121895,true,2019-08-18 08:21:00.000,116.163639,-31.66795,,248.0,,"3D",1.5,,6,3.4,27.12,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273121896,true,2019-08-18 08:40:32.000,116.1636,-31.667969,,244.0,,"3D",1.5,,6,3.4,28.29,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273121900,true,2019-08-18 09:00:32.000,116.163636,-31.667958,,248.0,,"3D",1.6,,6,3.5,29.79,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273121905,true,2019-08-18 10:36:38.000,116.163514,-31.667978,,242.0,,"3D",1.0,,9,1.5,31.55,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273121909,true,2019-08-18 12:12:38.000,116.163489,-31.668017,,243.0,,"3D",1.2,,7,2.1,32.27,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273121914,true,2019-08-18 13:49:00.000,116.163342,-31.668056,,243.0,,"3D",4.9,,4,2.6,31.29,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273121920,true,2019-08-18 15:25:00.000,116.163636,-31.667919,,238.0,,"3D",1.4,,6,5.9,31.68,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273121921,true,2019-08-18 17:00:59.000,116.163494,-31.667964,,197.0,,"3D",2.6,,4,4.4,31.88,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273121922,true,2019-08-18 17:40:32.000,116.163597,-31.667822,,241.0,,"3D",2.5,,4,2.8,30.18,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273121923,true,2019-08-18 18:20:33.000,116.163472,-31.6677,,241.0,,"3D",2.1,,5,4.6,28.36,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273121927,true,2019-08-18 18:40:32.000,116.163489,-31.667761,,229.0,,"3D",1.9,,5,4.3,28.16,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273121933,true,2019-08-18 19:00:34.000,116.163494,-31.667789,,238.0,,"3D",1.7,,5,3.5,28.29,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273121939,true,2019-08-18 19:20:35.000,116.163589,-31.667764,,235.0,,"3D",1.5,,5,2.6,27.71,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273121942,true,2019-08-18 19:40:34.000,116.163778,-31.667392,,258.0,,"3D",2.5,,5,2.5,27.25,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273121954,true,2019-08-18 21:01:00.000,116.164336,-31.666664,,219.0,,"3D",4.8,,4,2.9,26.86,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273121990,true,2019-08-19 04:01:00.000,116.164086,-31.667419,,240.0,,"3D",4.4,,5,8.2,25.88,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273121991,true,2019-08-19 04:20:32.000,116.163981,-31.667461,,244.0,,"3D",2.7,,7,4.8,25.23,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273121994,true,2019-08-19 04:40:33.000,116.163922,-31.667511,,244.0,,"3D",2.3,,7,4.0,25.16,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273121998,true,2019-08-19 05:00:32.000,116.163636,-31.667797,,240.0,,"3D",1.4,,8,2.0,25.29,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122007,true,2019-08-19 05:20:51.000,116.163589,-31.667911,,240.0,,"3D",2.4,,4,2.9,29.27,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122014,true,2019-08-19 06:00:39.000,116.163494,-31.667947,,252.0,,"3D",1.0,,10,1.6,28.23,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122019,true,2019-08-19 06:20:39.000,116.163536,-31.667914,,242.0,,"3D",1.7,,7,2.8,25.75,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122032,true,2019-08-19 08:41:00.000,116.163633,-31.667969,,244.0,,"3D",1.3,,7,3.2,27.84,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122034,true,2019-08-19 09:00:32.000,116.163631,-31.667969,,249.0,,"3D",1.4,,7,2.8,28.36,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122039,true,2019-08-19 10:36:39.000,116.163431,-31.667778,,255.0,,"3D",1.8,,6,2.9,30.7,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122052,true,2019-08-19 17:41:00.000,116.163533,-31.667939,,232.0,,"3D",2.6,,4,2.1,32.4,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122053,true,2019-08-19 18:00:32.000,116.163497,-31.667739,,226.0,,"3D",3.7,,4,7.5,29.27,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122057,true,2019-08-19 18:20:32.000,116.163583,-31.667689,,226.0,,"3D",1.8,,5,3.6,28.81,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122062,true,2019-08-19 18:40:33.000,116.163297,-31.667922,,211.0,,"3D",1.7,,5,2.9,27.9,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122067,true,2019-08-19 19:00:34.000,116.163369,-31.667956,,237.0,,"3D",1.8,,5,2.9,27.77,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122071,true,2019-08-19 19:20:34.000,116.163358,-31.668014,,235.0,,"3D",2.4,,5,3.4,27.77,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122074,true,2019-08-19 19:40:33.000,116.163953,-31.667481,,238.0,,"3D",2.5,,4,3.1,27.25,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122084,true,2019-08-19 21:00:41.000,116.164281,-31.667333,,249.0,,"3D",4.4,,4,3.6,27.77,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122088,true,2019-08-19 21:21:00.000,116.164503,-31.667419,,253.0,,"3D",6.8,,4,4.3,27.44,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122098,true,2019-08-19 23:21:00.000,116.163936,-31.667397,,238.0,,"3D",4.6,,5,6.6,29.14,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122099,true,2019-08-19 23:40:33.000,116.164036,-31.667531,,260.0,,"3D",3.4,,5,3.0,27.38,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122100,true,2019-08-20 00:00:32.000,116.16405,-31.667497,,229.0,,"3D",3.2,,4,7.0,27.18,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122101,true,2019-08-20 00:20:32.000,116.163981,-31.667639,,235.0,,"3D",3.0,,4,8.9,26.66,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122104,true,2019-08-20 00:40:32.000,116.163822,-31.667894,,236.0,,"3D",2.4,,4,3.2,26.66,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122106,true,2019-08-20 01:00:33.000,116.16345,-31.668067,,239.0,,"3D",2.3,,5,3.1,26.01,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122127,true,2019-08-20 03:01:00.000,116.163397,-31.667872,,229.0,,"3D",2.9,,4,3.6,29.79,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122128,true,2019-08-20 03:20:32.000,116.163378,-31.667972,,232.0,,"3D",2.2,,4,3.7,27.51,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122133,true,2019-08-20 03:40:32.000,116.163353,-31.668067,,230.0,,"3D",1.6,,7,3.0,26.47,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122138,true,2019-08-20 04:00:32.000,116.163511,-31.668131,,247.0,,"3D",1.5,,7,2.7,26.34,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122143,true,2019-08-20 04:20:33.000,116.163619,-31.668075,,246.0,,"3D",1.4,,8,2.2,26.27,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122148,true,2019-08-20 04:40:32.000,116.163678,-31.667806,,249.0,,"3D",1.4,,7,2.3,26.08,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122153,true,2019-08-20 05:00:33.000,116.163647,-31.667806,,241.0,,"3D",1.4,,7,1.7,27.51,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122157,true,2019-08-20 05:20:32.000,116.163586,-31.667831,,240.0,,"3D",1.4,,7,1.4,26.79,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122162,true,2019-08-20 05:40:33.000,116.163256,-31.667992,,222.0,,"3D",1.8,,6,3.6,25.81,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122165,true,2019-08-20 06:00:32.000,116.163347,-31.667919,,223.0,,"3D",2.1,,5,6.6,26.14,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122169,true,2019-08-20 06:20:32.000,116.163381,-31.668014,,222.0,,"3D",2.1,,6,2.6,25.29,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122181,true,2019-08-20 08:01:00.000,116.163331,-31.667908,,240.0,,"3D",1.4,,6,2.5,29.92,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122186,true,2019-08-20 08:40:32.000,116.163622,-31.667922,,242.0,,"3D",1.4,,6,3.3,26.99,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122189,true,2019-08-20 09:00:32.000,116.163608,-31.667922,,246.0,,"3D",1.6,,6,3.0,28.36,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122193,true,2019-08-20 10:36:34.000,116.163589,-31.668042,,230.0,,"3D",1.1,,8,1.6,32.79,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122209,true,2019-08-20 18:21:00.000,116.163872,-31.666692,,221.0,,"3D",2.6,,4,3.6,28.88,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122210,true,2019-08-20 18:40:33.000,116.163803,-31.666731,,209.0,,"3D",2.6,,4,3.3,29.34,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122214,true,2019-08-20 19:00:33.000,116.163831,-31.666967,,215.0,,"3D",2.5,,5,2.9,28.88,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122218,true,2019-08-20 19:20:33.000,116.163847,-31.667131,,201.0,,"3D",4.1,,5,5.1,28.49,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122223,true,2019-08-20 19:40:33.000,116.163808,-31.667203,,198.0,,"3D",4.3,,4,3.2,29.27,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122230,true,2019-08-20 21:01:00.000,116.163539,-31.667686,,236.0,,"3D",5.2,,4,5.3,27.97,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122231,true,2019-08-20 21:20:36.000,116.163361,-31.667678,,306.0,,"3D",2.6,,4,8.8,28.29,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122232,true,2019-08-20 21:40:34.000,116.163447,-31.667908,,201.0,,"3D",1.5,,4,3.2,28.36,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122238,true,2019-08-20 22:01:00.000,116.1638,-31.668061,,204.0,,"3D",1.7,,4,4.1,30.77,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122245,true,2019-08-20 23:40:33.000,116.163425,-31.667625,,283.0,,"3D",1.5,,7,1.9,31.29,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122247,true,2019-08-21 00:00:32.000,116.163297,-31.668033,,231.0,,"3D",2.2,,5,5.3,28.75,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122249,true,2019-08-21 00:20:32.000,116.163331,-31.668019,,234.0,,"3D",2.0,,5,4.2,27.84,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122251,true,2019-08-21 00:40:32.000,116.163336,-31.667947,,230.0,,"3D",2.7,,5,4.3,27.38,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122253,true,2019-08-21 01:00:32.000,116.163328,-31.667994,,232.0,,"3D",5.1,,5,5.5,27.38,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122257,true,2019-08-21 02:01:00.000,116.163486,-31.667964,,239.0,,"3D",1.4,,8,1.9,27.12,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122265,true,2019-08-21 03:00:42.000,116.163528,-31.667778,,244.0,,"3D",2.5,,6,3.4,31.29,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122268,true,2019-08-21 03:21:00.000,116.163036,-31.667678,,243.0,,"3D",2.2,,5,2.9,31.36,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122269,true,2019-08-21 03:40:32.000,116.163578,-31.667856,,250.0,,"3D",1.5,,7,3.0,29.86,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122273,true,2019-08-21 04:00:33.000,116.163544,-31.667722,,234.0,,"3D",1.5,,8,2.5,27.9,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122276,true,2019-08-21 04:20:32.000,116.163253,-31.667856,,221.0,,"3D",1.4,,8,2.0,26.92,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122281,true,2019-08-21 04:40:32.000,116.163286,-31.668028,,224.0,,"3D",1.5,,7,2.0,26.27,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122282,true,2019-08-21 05:00:33.000,116.163478,-31.667992,,237.0,,"3D",1.4,,7,1.6,26.08,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122285,true,2019-08-21 05:20:32.000,116.163511,-31.668161,,239.0,,"3D",2.2,,6,2.2,26.34,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122287,true,2019-08-21 05:40:32.000,116.163547,-31.66815,,249.0,,"3D",2.2,,5,6.4,26.21,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122290,true,2019-08-21 06:00:34.000,116.163658,-31.668086,,249.0,,"3D",2.3,,4,3.2,25.75,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122295,true,2019-08-21 06:20:33.000,116.163511,-31.668058,,249.0,,"3D",2.3,,4,3.2,25.36,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122317,true,2019-08-21 12:13:00.000,116.163486,-31.668033,,245.0,,"3D",1.4,,5,2.9,32.01,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122328,true,2019-08-21 17:01:00.000,116.163417,-31.668019,,250.0,,"3D",3.7,,5,4.7,35.01,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122332,true,2019-08-21 17:20:35.000,116.163506,-31.668008,,239.0,,"3D",2.2,,5,2.7,34.94,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122333,true,2019-08-21 17:40:33.000,116.163506,-31.667981,,239.0,,"3D",2.1,,4,3.1,34.68,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122338,true,2019-08-21 18:00:37.000,116.163442,-31.667836,,239.0,,"3D",1.8,,4,3.2,31.1,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122339,true,2019-08-21 18:20:32.000,116.164458,-31.666097,,233.0,,"3D",1.6,,4,3.1,29.2,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122340,true,2019-08-21 18:40:34.000,116.164197,-31.666314,,224.0,,"3D",1.7,,4,3.1,29.6,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122342,true,2019-08-21 19:00:33.000,116.164061,-31.666672,,222.0,,"3D",2.0,,4,3.1,29.2,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122343,true,2019-08-21 19:20:33.000,116.163731,-31.667006,,222.0,,"3D",2.3,,4,3.2,28.62,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122345,true,2019-08-21 19:40:34.000,116.163664,-31.666844,,238.0,,"3D",2.6,,4,3.0,28.42,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122349,true,2019-08-21 20:20:55.000,116.163869,-31.6667,,274.0,,"3D",3.2,,4,3.7,28.23,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122350,true,2019-08-21 20:40:32.000,116.163531,-31.667131,,225.0,,"3D",3.7,,4,3.4,28.16,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122351,true,2019-08-21 21:00:34.000,116.163511,-31.667444,,245.0,,"3D",5.1,,4,3.7,27.51,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122352,true,2019-08-21 21:20:34.000,116.163483,-31.667644,,266.0,,"3D",2.3,,4,7.6,27.18,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122355,true,2019-08-21 21:40:33.000,116.163578,-31.667858,,248.0,,"3D",1.6,,4,3.1,28.16,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122361,true,2019-08-21 22:20:36.000,116.163364,-31.667806,,219.0,,"3D",2.4,,5,5.5,29.4,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122366,true,2019-08-21 23:00:33.000,116.163764,-31.667897,,255.0,,"3D",2.7,,4,3.1,29.2,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122368,true,2019-08-21 23:20:33.000,116.163903,-31.667439,,230.0,,"3D",5.6,,4,3.1,27.77,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122387,true,2019-08-22 02:01:00.000,116.163906,-31.667331,,248.0,,"3D",1.1,,8,1.8,28.42,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122388,true,2019-08-22 02:20:34.000,116.163983,-31.667364,,243.0,,"3D",1.1,,7,1.8,27.84,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122390,true,2019-08-22 02:40:32.000,116.163956,-31.667425,,239.0,,"3D",1.6,,6,2.7,26.99,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122392,true,2019-08-22 03:00:32.000,116.163683,-31.667881,,245.0,,"3D",1.8,,6,2.5,26.73,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122394,true,2019-08-22 03:20:32.000,116.163489,-31.668014,,279.0,,"3D",2.4,,5,9.5,29.14,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122396,true,2019-08-22 03:40:32.000,116.163614,-31.668078,,253.0,,"3D",2.1,,5,7.7,27.97,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122400,true,2019-08-22 04:00:33.000,116.163603,-31.668086,,249.0,,"3D",2.0,,5,4.6,27.38,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122402,true,2019-08-22 04:20:32.000,116.163589,-31.668147,,244.0,,"3D",2.1,,5,3.0,26.99,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122405,true,2019-08-22 04:40:32.000,116.163564,-31.668097,,241.0,,"3D",2.2,,5,2.2,26.99,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122409,true,2019-08-22 05:00:35.000,116.163597,-31.668089,,249.0,,"3D",1.6,,8,1.6,27.38,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122410,true,2019-08-22 05:20:32.000,116.163542,-31.668156,,245.0,,"3D",1.8,,7,1.8,27.12,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122413,true,2019-08-22 05:40:32.000,116.163544,-31.668153,,247.0,,"3D",1.9,,6,3.3,26.99,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122417,true,2019-08-22 06:00:33.000,116.163503,-31.667961,,245.0,,"3D",1.9,,6,2.7,26.99,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122421,true,2019-08-22 06:20:42.000,116.163422,-31.66795,,190.0,,"3D",2.7,,5,5.5,26.6,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122439,true,2019-08-22 08:41:00.000,116.163569,-31.667939,,243.0,,"3D",1.0,,8,1.9,26.92,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122441,true,2019-08-22 09:00:33.000,116.163614,-31.667931,,245.0,,"3D",1.1,,8,1.7,28.23,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122450,true,2019-08-22 18:21:00.000,116.163531,-31.667856,,226.0,,"3D",1.4,,6,2.9,29.6,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122451,true,2019-08-22 18:40:32.000,116.163514,-31.667819,,237.0,,"3D",1.4,,6,2.4,29.27,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122452,true,2019-08-22 19:00:34.000,116.163472,-31.667756,,250.0,,"3D",1.3,,6,2.1,29.6,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122453,true,2019-08-22 19:20:34.000,116.163397,-31.667714,,251.0,,"3D",2.3,,4,3.1,30.05,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122455,true,2019-08-22 19:40:35.000,116.163453,-31.667783,,238.0,,"3D",5.3,,4,7.7,30.25,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122479,true,2019-08-23 04:41:00.000,116.163542,-31.667889,,231.0,,"3D",1.6,,10,1.7,28.03,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122480,true,2019-08-23 05:00:33.000,116.163517,-31.668097,,235.0,,"3D",1.0,,11,1.1,25.62,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122486,true,2019-08-23 05:20:34.000,116.163694,-31.668058,,240.0,,"3D",0.9,,11,1.0,25.1,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122492,true,2019-08-23 05:40:33.000,116.163661,-31.668017,,250.0,,"3D",1.4,,9,2.7,25.68,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122494,true,2019-08-23 06:00:33.000,116.163497,-31.668081,,235.0,,"3D",1.3,,9,2.6,25.42,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122501,true,2019-08-23 06:20:34.000,116.163333,-31.668122,,244.0,,"3D",1.6,,8,3.0,25.1,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122505,true,2019-08-23 07:00:37.000,116.163311,-31.667836,,260.0,,"3D",1.9,,8,3.0,26.27,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122517,true,2019-08-23 13:49:00.000,116.163506,-31.667769,,241.0,,"3D",1.7,,5,4.0,31.49,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122521,true,2019-08-23 15:25:00.000,116.163528,-31.6679,,234.0,,"3D",1.3,,7,1.8,30.44,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122578,true,2019-08-24 01:01:00.000,116.164269,-31.666692,,238.0,,"3D",2.0,,6,2.4,27.64,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122580,true,2019-08-24 01:20:33.000,116.164269,-31.666531,,228.0,,"3D",1.5,,8,1.6,25.88,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122584,true,2019-08-24 01:40:37.000,116.164489,-31.666389,,227.0,,"3D",4.4,,5,2.9,27.38,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
16273122586,true,2019-08-24 02:00:38.000,116.164528,-31.666436,,222.0,,"3D",4.6,,6,3.4,30.25,,"gps",,"NP12","NP12","BfRw Petrogale lateralis"
