event-id,visible,timestamp,location-long,location-lat,algorithm-marked-outlier,argos:altitude,bas:fix-type,gps:fix-type-raw,gps:hdop,gps:horizontal-accuracy-estimate,gps:satellite-count,gps:vdop,internal-temperature,vertical-error-numerical,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
16273136684,true,2019-12-13 02:20:33.000,116.162831,-31.667875,,226.0,,"3D",2.2,,6,2.3,32.2,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136688,true,2019-12-13 02:40:34.000,116.163086,-31.667931,,227.0,,"3D",2.3,,6,2.7,32.79,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136691,true,2019-12-13 03:00:33.000,116.163264,-31.668003,,223.0,,"3D",2.4,,5,3.4,33.25,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136695,true,2019-12-13 03:20:33.000,116.163281,-31.66805,,221.0,,"3D",2.5,,4,3.5,33.05,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136710,true,2019-12-13 05:00:36.000,116.163231,-31.668072,,260.0,,"3D",4.4,,4,6.7,32.86,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136712,true,2019-12-13 05:20:35.000,116.163392,-31.668053,,246.0,,"3D",1.7,,5,3.1,32.99,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136719,true,2019-12-13 06:40:39.000,116.163606,-31.668178,,212.0,,"3D",2.1,,4,2.7,33.51,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136723,true,2019-12-13 08:01:00.000,116.16365,-31.667986,,226.0,,"3D",3.9,,4,3.1,33.9,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136724,true,2019-12-13 08:20:33.000,116.163292,-31.667822,,254.0,,"3D",3.1,,4,3.3,34.36,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136726,true,2019-12-13 08:40:33.000,116.163353,-31.667808,,255.0,,"3D",2.8,,4,3.6,34.68,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136728,true,2019-12-13 09:00:33.000,116.163489,-31.667892,,237.0,,"3D",2.7,,4,3.8,35.07,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136730,true,2019-12-13 19:01:00.000,116.163439,-31.667772,,233.0,,"3D",2.2,,6,3.2,36.96,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136731,true,2019-12-13 19:20:32.000,116.163347,-31.667689,,242.0,,"3D",2.4,,5,4.3,38.07,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136733,true,2019-12-13 19:40:32.000,116.163381,-31.667578,,226.0,,"3D",2.3,,5,5.6,36.96,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136735,true,2019-12-13 20:00:33.000,116.163539,-31.667214,,218.0,,"3D",1.9,,5,5.5,36.38,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136738,true,2019-12-13 20:20:32.000,116.163583,-31.667164,,202.0,,"3D",1.7,,5,4.3,36.83,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136743,true,2019-12-13 20:40:32.000,116.163567,-31.667114,,211.0,,"3D",1.7,,5,3.3,37.22,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136749,true,2019-12-13 21:00:34.000,116.163553,-31.667033,,210.0,,"3D",1.9,,5,2.8,36.38,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136751,true,2019-12-13 21:20:34.000,116.163497,-31.666953,,208.0,,"3D",3.6,,4,2.7,35.66,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136783,true,2019-12-14 02:00:34.000,116.164717,-31.665419,,198.0,,"3D",2.7,,4,5.3,34.09,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136785,true,2019-12-14 02:20:33.000,116.164761,-31.665353,,191.0,,"3D",2.4,,5,5.1,33.44,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136789,true,2019-12-14 02:40:32.000,116.164733,-31.665356,,193.0,,"3D",2.2,,4,3.0,34.29,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136792,true,2019-12-14 03:00:34.000,116.164594,-31.665331,,197.0,,"3D",2.5,,4,6.4,33.12,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136794,true,2019-12-14 03:20:36.000,116.164586,-31.665297,,193.0,,"3D",2.3,,4,9.9,33.51,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136807,true,2019-12-14 05:00:34.000,116.164633,-31.665456,,200.0,,"3D",2.4,,4,3.2,33.18,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136821,true,2019-12-14 19:21:00.000,116.164669,-31.665519,,197.0,,"3D",3.1,,4,3.2,36.31,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136823,true,2019-12-14 19:40:34.000,116.164722,-31.665497,,199.0,,"3D",3.6,,4,3.2,36.25,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136827,true,2019-12-14 20:00:34.000,116.164769,-31.665492,,197.0,,"3D",4.2,,4,3.1,35.99,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136829,true,2019-12-14 20:20:32.000,116.164847,-31.6655,,195.0,,"3D",4.6,,4,2.9,35.86,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136834,true,2019-12-14 20:40:34.000,116.16475,-31.665553,,194.0,,"3D",3.3,,4,3.9,35.86,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136840,true,2019-12-14 21:00:36.000,116.164842,-31.665464,,204.0,,"3D",2.9,,4,2.9,36.05,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136843,true,2019-12-14 21:20:36.000,116.164681,-31.665728,,162.0,,"3D",2.6,,4,2.4,35.99,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136849,true,2019-12-14 22:01:00.000,116.164769,-31.665561,,149.0,,"3D",2.6,,4,3.2,35.66,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136851,true,2019-12-14 22:20:33.000,116.164694,-31.665644,,149.0,,"3D",2.2,,4,3.2,35.01,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136854,true,2019-12-14 22:40:34.000,116.164669,-31.665706,,149.0,,"3D",2.0,,5,3.2,34.62,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136857,true,2019-12-14 23:00:33.000,116.164656,-31.665744,,154.0,,"3D",2.1,,5,3.1,34.55,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136860,true,2019-12-14 23:20:33.000,116.164675,-31.665589,,213.0,,"3D",2.2,,5,3.1,34.03,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136862,true,2019-12-14 23:40:33.000,116.164514,-31.665569,,196.0,,"3D",3.7,,6,6.4,33.9,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136865,true,2019-12-15 00:00:32.000,116.164494,-31.665583,,190.0,,"3D",4.3,,4,6.4,34.49,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136868,true,2019-12-15 00:21:00.000,116.164511,-31.665567,,203.0,,"3D",3.5,,4,5.5,34.09,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136870,true,2019-12-15 00:40:32.000,116.164242,-31.665592,,182.0,,"3D",3.8,,4,5.0,33.51,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136876,true,2019-12-15 01:00:34.000,116.163933,-31.665653,,181.0,,"3D",3.5,,5,3.0,32.92,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136879,true,2019-12-15 01:20:32.000,116.163647,-31.665589,,174.0,,"3D",4.4,,4,4.9,33.57,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136881,true,2019-12-15 01:40:33.000,116.163903,-31.665581,,183.0,,"3D",1.5,,6,3.0,33.7,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136884,true,2019-12-15 02:00:32.000,116.163822,-31.665561,,189.0,,"3D",1.7,,4,3.0,32.99,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136887,true,2019-12-15 02:20:32.000,116.163728,-31.665678,,190.0,,"3D",1.7,,4,3.1,32.86,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136890,true,2019-12-15 02:40:32.000,116.163794,-31.665733,,186.0,,"3D",2.0,,4,3.2,33.05,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136893,true,2019-12-15 03:00:32.000,116.16385,-31.665894,,166.0,,"3D",5.2,,4,7.5,33.64,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136909,true,2019-12-15 04:21:00.000,116.163994,-31.665989,,194.0,,"3D",2.1,,4,1.6,32.2,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136912,true,2019-12-15 04:40:34.000,116.164167,-31.665767,,184.0,,"3D",1.7,,4,2.1,31.94,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136914,true,2019-12-15 05:00:32.000,116.164489,-31.665689,,188.0,,"3D",1.6,,4,3.1,32.01,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136929,true,2019-12-15 19:21:00.000,116.164628,-31.665636,,178.0,,"3D",5.3,,5,7.6,36.38,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136930,true,2019-12-15 19:40:32.000,116.164672,-31.665628,,173.0,,"3D",4.6,,5,8.0,37.62,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136935,true,2019-12-15 20:00:33.000,116.164456,-31.665678,,193.0,,"3D",4.5,,5,7.6,36.7,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136940,true,2019-12-15 20:20:33.000,116.164356,-31.665733,,176.0,,"3D",4.2,,5,5.6,35.92,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136945,true,2019-12-15 20:40:35.000,116.164339,-31.665675,,208.0,,"3D",3.6,,5,3.7,35.86,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136947,true,2019-12-15 21:00:33.000,116.163628,-31.665947,,189.0,,"3D",3.3,,5,2.6,35.27,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136951,true,2019-12-15 21:20:33.000,116.163572,-31.666011,,170.0,,"3D",3.0,,5,2.1,35.01,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136953,true,2019-12-15 21:40:32.000,116.163108,-31.666181,,173.0,,"3D",3.2,,4,3.0,34.09,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136960,true,2019-12-15 22:21:00.000,116.162842,-31.666386,,176.0,,"3D",2.0,,6,4.5,33.83,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136962,true,2019-12-15 22:40:33.000,116.162836,-31.666444,,165.0,,"3D",1.8,,6,3.6,34.23,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136966,true,2019-12-15 23:00:32.000,116.162828,-31.666761,,217.0,,"3D",1.9,,6,3.4,33.05,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136970,true,2019-12-15 23:20:33.000,116.162606,-31.667086,,203.0,,"3D",2.4,,6,3.9,33.18,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136975,true,2019-12-15 23:40:33.000,116.162642,-31.667178,,188.0,,"3D",2.2,,5,3.0,34.29,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136977,true,2019-12-16 00:00:33.000,116.161061,-31.668344,,225.0,,"3D",2.6,,5,3.0,31.94,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136981,true,2019-12-16 00:20:37.000,116.159803,-31.670258,,221.0,,"3D",2.2,,5,4.1,31.81,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136983,true,2019-12-16 00:40:34.000,116.159367,-31.670789,,192.0,,"3D",3.3,,4,4.8,31.88,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136988,true,2019-12-16 01:20:33.000,116.159417,-31.671283,,221.0,,"3D",3.4,,4,5.0,32.92,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273136990,true,2019-12-16 01:40:32.000,116.159603,-31.671489,,224.0,,"3D",3.4,,4,4.1,33.31,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137004,true,2019-12-16 03:00:37.000,116.160572,-31.669539,,225.0,,"3D",1.7,,4,3.1,32.86,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137005,true,2019-12-16 03:20:33.000,116.162161,-31.668006,,222.0,,"3D",1.6,,4,3.1,32.27,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137010,true,2019-12-16 03:40:38.000,116.163317,-31.667375,,227.0,,"3D",1.6,,4,3.0,32.73,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137015,true,2019-12-16 04:21:00.000,116.163586,-31.667672,,230.0,,"3D",2.0,,5,1.7,32.99,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137018,true,2019-12-16 04:40:34.000,116.163567,-31.667786,,234.0,,"3D",1.6,,5,2.1,32.92,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137020,true,2019-12-16 05:00:33.000,116.163553,-31.667806,,222.0,,"3D",1.6,,5,3.1,33.31,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137021,true,2019-12-16 05:20:33.000,116.163589,-31.667803,,236.0,,"3D",2.1,,4,6.5,33.77,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137024,true,2019-12-16 05:40:32.000,116.163542,-31.667819,,234.0,,"3D",2.3,,5,5.8,33.18,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137028,true,2019-12-16 06:00:34.000,116.163436,-31.667731,,266.0,,"3D",1.7,,5,3.3,33.18,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137030,true,2019-12-16 06:20:33.000,116.163461,-31.667728,,267.0,,"3D",1.6,,5,2.4,33.25,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137036,true,2019-12-16 07:01:00.000,116.163422,-31.667806,,235.0,,"3D",2.3,,4,6.1,32.99,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137037,true,2019-12-16 07:20:34.000,116.163436,-31.667869,,241.0,,"3D",1.8,,4,9.5,33.51,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137038,true,2019-12-16 07:40:34.000,116.163356,-31.667828,,245.0,,"3D",1.5,,4,3.1,34.16,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137043,true,2019-12-16 19:41:00.000,116.163389,-31.667953,,231.0,,"3D",3.4,,5,5.7,34.55,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137044,true,2019-12-16 20:00:32.000,116.163256,-31.667836,,223.0,,"3D",5.1,,4,4.8,33.9,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137047,true,2019-12-16 20:20:32.000,116.163381,-31.667631,,212.0,,"3D",5.3,,4,5.6,33.96,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137051,true,2019-12-16 20:40:34.000,116.163472,-31.66735,,225.0,,"3D",4.0,,4,6.0,34.16,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137054,true,2019-12-16 21:00:34.000,116.163394,-31.667164,,223.0,,"3D",3.0,,4,5.1,34.68,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137062,true,2019-12-16 22:01:00.000,116.16365,-31.666947,,196.0,,"3D",2.9,,4,4.5,34.75,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137063,true,2019-12-16 22:20:32.000,116.163469,-31.666808,,220.0,,"3D",2.1,,4,3.5,34.42,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137067,true,2019-12-16 22:40:32.000,116.163578,-31.666794,,202.0,,"3D",2.0,,4,3.1,33.9,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137073,true,2019-12-16 23:00:34.000,116.163689,-31.666878,,194.0,,"3D",2.0,,5,3.1,34.36,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137076,true,2019-12-16 23:20:33.000,116.163594,-31.666625,,222.0,,"3D",2.4,,6,3.5,34.68,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137081,true,2019-12-16 23:40:34.000,116.163722,-31.666578,,211.0,,"3D",3.9,,5,5.4,33.57,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137083,true,2019-12-17 00:00:32.000,116.163869,-31.66605,,211.0,,"3D",2.9,,4,3.1,33.05,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137089,true,2019-12-17 01:01:00.000,116.164328,-31.665519,,176.0,,"3D",1.5,,6,2.1,33.05,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137090,true,2019-12-17 01:20:33.000,116.164508,-31.665522,,179.0,,"3D",1.6,,6,2.3,32.73,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137094,true,2019-12-17 01:40:33.000,116.164503,-31.665461,,182.0,,"3D",1.8,,6,2.5,32.92,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137097,true,2019-12-17 02:00:33.000,116.164531,-31.665456,,187.0,,"3D",4.3,,5,8.4,33.18,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137099,true,2019-12-17 02:20:34.000,116.164444,-31.665469,,205.0,,"3D",2.0,,6,4.9,33.18,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137101,true,2019-12-17 02:40:32.000,116.164536,-31.665514,,174.0,,"3D",1.6,,6,3.4,32.99,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137108,true,2019-12-17 03:00:40.000,116.164514,-31.665497,,183.0,,"3D",1.5,,5,2.8,32.66,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137117,true,2019-12-17 04:40:44.000,116.164764,-31.665019,,280.0,,"3D",2.6,,4,3.2,31.81,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137118,true,2019-12-17 05:00:34.000,116.164639,-31.665183,,269.0,,"3D",2.1,,4,3.1,32.07,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137130,true,2019-12-17 19:41:00.000,116.163414,-31.668106,,239.0,,"3D",2.4,,4,3.0,34.42,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137131,true,2019-12-17 20:00:34.000,116.163119,-31.667878,,235.0,,"3D",3.4,,4,8.9,33.51,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137132,true,2019-12-17 20:20:34.000,116.163178,-31.667678,,206.0,,"3D",2.9,,4,3.0,33.77,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137133,true,2019-12-17 20:40:32.000,116.163175,-31.667606,,217.0,,"3D",3.7,,4,3.1,33.77,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137134,true,2019-12-17 21:00:32.000,116.163328,-31.667383,,218.0,,"3D",5.0,,4,3.2,34.16,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137135,true,2019-12-17 21:21:00.000,116.163028,-31.6676,,225.0,,"3D",2.5,,5,9.1,33.96,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137136,true,2019-12-17 21:40:32.000,116.163006,-31.667542,,202.0,,"3D",2.9,,4,8.8,33.64,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137137,true,2019-12-17 22:00:34.000,116.162956,-31.667469,,209.0,,"3D",2.1,,5,6.7,33.05,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137138,true,2019-12-17 22:20:33.000,116.163058,-31.667392,,193.0,,"3D",2.5,,5,6.6,32.6,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137139,true,2019-12-17 22:40:32.000,116.163181,-31.667181,,219.0,,"3D",3.1,,5,7.1,33.18,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137140,true,2019-12-17 23:00:35.000,116.163356,-31.666817,,238.0,,"3D",3.9,,5,7.8,32.79,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137141,true,2019-12-17 23:20:34.000,116.163403,-31.666906,,214.0,,"3D",3.4,,4,3.1,32.86,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137142,true,2019-12-17 23:40:50.000,116.163372,-31.667019,,181.0,,"3D",3.6,,4,6.2,33.77,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137143,true,2019-12-18 00:40:36.000,116.163347,-31.666864,,212.0,,"3D",2.4,,4,4.4,32.99,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137144,true,2019-12-18 01:00:36.000,116.163444,-31.666814,,220.0,,"3D",1.9,,5,3.7,32.01,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137145,true,2019-12-18 01:20:51.000,116.163511,-31.666736,,237.0,,"3D",1.7,,5,3.2,31.68,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137146,true,2019-12-18 01:40:39.000,116.163578,-31.666883,,201.0,,"3D",1.4,,6,2.7,32.79,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137147,true,2019-12-18 02:00:34.000,116.163417,-31.66675,,284.0,,"3D",3.3,,5,9.9,33.51,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137148,true,2019-12-18 02:20:34.000,116.163731,-31.666797,,222.0,,"3D",2.4,,5,8.9,32.6,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137149,true,2019-12-18 02:40:33.000,116.163789,-31.666786,,217.0,,"3D",1.5,,5,3.4,32.01,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137150,true,2019-12-18 03:00:34.000,116.163781,-31.666753,,228.0,,"3D",1.5,,5,2.2,32.07,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137151,true,2019-12-18 05:01:00.000,116.163431,-31.667692,,230.0,,"3D",2.0,,5,3.1,31.75,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137152,true,2019-12-18 08:21:00.000,116.163475,-31.667969,,242.0,,"3D",3.2,,5,3.0,34.62,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137153,true,2019-12-18 08:40:32.000,116.163456,-31.667942,,251.0,,"3D",6.0,,5,7.4,34.36,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137154,true,2019-12-18 09:00:34.000,116.163531,-31.667944,,241.0,,"3D",2.6,,5,3.3,34.09,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137155,true,2019-12-18 18:41:00.000,116.163553,-31.668017,,240.0,,"3D",3.0,,4,4.5,33.31,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137156,true,2019-12-18 19:00:44.000,116.163544,-31.667958,,245.0,,"3D",3.4,,4,5.0,33.9,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137157,true,2019-12-18 19:20:35.000,116.163564,-31.667942,,240.0,,"3D",4.6,,4,5.5,34.75,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137158,true,2019-12-18 19:40:34.000,116.163394,-31.668028,,261.0,,"3D",6.2,,4,5.9,33.7,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137159,true,2019-12-18 20:00:34.000,116.162647,-31.667936,,256.0,,"3D",5.5,,4,2.8,32.27,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137160,true,2019-12-18 21:00:36.000,116.163264,-31.668939,,254.0,,"3D",6.9,,4,3.3,30.18,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137161,true,2019-12-18 22:21:00.000,116.162131,-31.668178,,233.0,,"3D",1.8,,6,3.0,30.51,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137162,true,2019-12-18 22:40:33.000,116.162028,-31.668228,,224.0,,"3D",2.6,,6,5.4,30.7,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137163,true,2019-12-18 23:00:32.000,116.160989,-31.668803,,238.0,,"3D",3.4,,6,7.1,30.05,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137164,true,2019-12-18 23:20:32.000,116.160597,-31.669344,,195.0,,"3D",2.3,,6,3.9,30.57,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137165,true,2019-12-18 23:40:36.000,116.160511,-31.669453,,223.0,,"3D",2.1,,5,3.5,31.03,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137166,true,2019-12-19 00:00:32.000,116.160147,-31.670139,,223.0,,"3D",1.9,,4,3.2,30.25,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137167,true,2019-12-19 00:20:34.000,116.159911,-31.670478,,202.0,,"3D",2.1,,4,3.1,30.97,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137168,true,2019-12-19 00:40:32.000,116.159947,-31.670453,,200.0,,"3D",3.4,,4,7.3,31.68,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137169,true,2019-12-19 13:49:00.000,116.163531,-31.667947,,229.0,,"3D",2.7,,5,4.1,30.97,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137170,true,2019-12-19 19:40:39.000,116.163636,-31.667969,,247.0,,"3D",2.3,,4,3.6,30.25,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137171,true,2019-12-19 20:00:33.000,116.164228,-31.667667,,259.0,,"3D",2.3,,4,3.4,28.94,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137172,true,2019-12-19 21:00:36.000,116.164144,-31.667453,,254.0,,"3D",2.0,,5,2.6,30.83,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137173,true,2019-12-19 21:20:34.000,116.164169,-31.667453,,256.0,,"3D",2.3,,4,3.1,30.9,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137174,true,2019-12-19 21:40:32.000,116.164172,-31.667494,,249.0,,"3D",2.1,,5,3.2,30.97,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137175,true,2019-12-19 22:00:33.000,116.164167,-31.667481,,248.0,,"3D",2.0,,5,3.2,31.23,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137176,true,2019-12-19 22:20:32.000,116.164172,-31.667478,,249.0,,"3D",2.0,,5,3.2,30.77,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137177,true,2019-12-19 22:40:32.000,116.164194,-31.667517,,251.0,,"3D",2.1,,5,3.1,31.1,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137178,true,2019-12-19 23:00:31.000,116.164153,-31.6674,,271.0,,"3D",2.2,,5,3.1,30.57,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137179,true,2019-12-19 23:20:33.000,116.164097,-31.667433,,262.0,,"3D",4.5,,5,8.6,31.1,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137180,true,2019-12-19 23:40:33.000,116.164022,-31.667428,,271.0,,"3D",4.2,,5,6.0,31.36,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137181,true,2019-12-20 00:21:00.000,116.164111,-31.667444,,254.0,,"3D",2.3,,6,2.9,31.16,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137182,true,2019-12-20 00:40:34.000,116.164136,-31.667439,,261.0,,"3D",1.9,,6,2.6,31.23,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
16273137183,true,2019-12-20 01:00:34.000,116.164144,-31.667469,,259.0,,"3D",1.8,,5,3.5,31.1,,"gps",,"NP14","NP14","BfRw Petrogale lateralis"
